County,Population,Death_Rate,Incidence_Rate,Median_Income,Poverty_Percent,Median_Age,Median_Age_Male,Median_Age_Female,Average_Household_Size,Percentage_Married_Households,Percentage_No_High_School_Age_18_24,Percentage_High_School_Age_18_24,Percentage_Bachelor_Degree_Age_18_24,Percentage_High_School_Age_25_Over,Percentage_Bachelor_Degree_Age_25_Over,Percentage_Unemployed_Age_16_Over,Percentage_Private_Coverage,Percentage_Employed_Private_Coverage,Percentage_Public_Coverage,Percentage_Public_Coverage_Alone,Percentage_White,Percentage_Black,Percentage_Asian,Percentage_Other_Race
"Box Butte County, Nebraska",11337,159,434.4,55465,11.4,40.8,35.9,44.8,2.31,55.21331946,27.4,31.5,10.3,33.8,11.3,3.9,73.2,52.8,30.7,15.9,92.72325376,0.114942529,0.309460654,0.707338638
"Brown County, Ohio",43839,213.3,500.2,46484,15,40.8,40.3,41.3,2.62,54.66050864,7.6,45.3,3.1,48.1,8,9.9,63.2,45.1,37.4,21.5,97.2359708,0.98537754,0.185323299,0.19436346
"Brule County, South Dakota",5281,174.9,447.1,47224,14.8,40.8,38.9,41.9,2.47,56.55539429,26.9,28.7,4,30.4,16.2,2.6,71.6,37.9,30.6,14.5,86.15384615,0,0,0.075046904
"Catawba County, North Carolina",155056,176.4,444.3,45080,16.2,40.8,39.4,41.9,2.59,52.05061305,14.7,34.4,9.6,30.3,14.6,8.2,65,43.6,33.6,18.5,80.99152707,8.580298816,3.795356057,4.60125477
"Concho County, Texas",4081,156.8,330.7,40837,26.5,40.8,39.3,47,3.3,61.13161132,33,46.7,5.8,30.1,8.2,2.8,58.6,37.4,43.9,24.3,93.53891336,0.513950073,0.783162017,4.478707783
"Cumberland County, Pennsylvania",246338,154.6,460.3,62692,9.1,40.8,39.4,42.1,2.38,52.66284523,11.5,22.8,8.6,35,20.3,5.6,81.4,57.6,26.6,10.5,89.63744734,3.413039967,3.362092889,1.092669834
"Darlington County, South Carolina",67548,206.8,451.3,35640,25.3,40.8,39,42.2,2.52,43.48336299,21.3,33.6,6.1,36.5,11.6,15.9,55.5,37.6,40.9,24.6,56.63260799,40.62306764,0.593327641,0.472600925
"Etowah County, Alabama",103057,201,472.9,39904,19,40.8,39.3,42.2,2.56,50.28948094,19.8,32.2,4.7,31.9,10.1,9,62.8,39.7,38.7,19.9,81.25204788,15.4434015,0.654356918,0.697723725
"Hopkins County, Kentucky",46222,196.7,492.4,42477,16.9,40.8,39.3,42.2,2.45,51.64858769,17.1,38.4,5,39.5,8.5,6.7,65.9,46.2,34.9,18.8,90.13070209,5.943935681,0.472935208,0.485833441
"Jackson County, Kansas",13338,178.7,446.8,53796,10.3,40.8,39.4,42.5,2.51,58.75781102,23.4,30.5,7.8,40.6,12.5,4.4,77.7,52.6,31,13,87.61940299,0.671641791,0.485074627,0.044776119
"Kearney County, Nebraska",6585,136.4,440.9,56791,9.6,40.8,39.5,43.5,2.34,55.22226238,14.4,39.8,13.5,32.5,16.8,3.8,78.9,46.3,27.8,10.6,98.12185066,0.152695068,0.320659643,0.488624217
"Knott County, Kentucky",15693,216.8,457.3,27709,33.7,40.8,40.3,41,2.57,51.18649733,17.4,23.4,2.1,35.1,6.2,14.6,47.1,31.8,51,34,97.625,0.81875,0.04375,0.06875
"Lampasas County, Texas",20588,215,411.8,50699,14.4,40.8,40.7,40.9,2.66,59.05396402,32.9,37.7,1,25.8,14.1,8.6,64.4,28.4,33.9,14.5,87.88763045,4.169345665,0.919926802,2.67075523
"Lewis County, Kentucky",13682,239.3,492.5,30217,34.4,40.8,40.5,41,2.54,53.7874558,24.3,40.3,1.7,42.2,5.4,8.4,49.1,33.5,47.6,30.9,98.22335025,0.261058738,0.072516316,0.478607687
"Louisa County, Iowa",11185,148,475.6,50924,11.1,40.8,40.3,41.4,2.58,56.80816516,20.2,31.6,6.2,37.3,9.7,4.8,75,50.4,32.7,15.6,92.25445834,0.913849703,2.537485582,3.37148434
"Macomb County, Michigan",864840,177.8,506.5,54865,12.3,40.8,39.4,42.1,2.52,48.70666718,13.6,29.2,9.2,30.6,15.2,9,73.6,51.5,31.9,15,83.1942379,10.2884207,3.465120061,0.554002684
"Madison County, New York",71849,174.2,505.4,51600,11.8,40.8,39.3,41.8,2.55,51.08794887,7.1,25.6,5.5,33.7,14.8,5.1,74.1,54.4,33.5,17.2,94.83617988,2.048959642,0.800806329,0.179491074
"Miller County, Missouri",25113,202.1,421.8,37360,17.4,40.8,40.2,41.3,2.61,52.40160813,23.6,35.4,4.6,42.5,11,8.1,59.8,40.6,38.5,22.6,96.17326495,0.440775765,0.340599455,0.79740343
"Morgan County, Tennessee",21498,191.1,488.7,36390,23.4,40.8,38.4,43.5,2.52,57.421981,18.2,50.6,2.9,51.3,4,8.5,60.4,39.2,43.7,24.3,94.15435441,4.313113701,0.032118932,0.27530513
"Oakland County, Michigan",1242304,159.6,495.7,69378,10,40.8,39.4,42.1,2.47,50.74358294,11.7,26.8,15.1,20.1,25.4,7.5,79,56.8,26.4,11.3,76.30367718,13.88414668,6.268630495,0.665228145
"Perry County, Illinois",21543,174.6,498.3,42032,16.7,40.8,39.5,42.9,2.46,48.02492212,22.3,27.8,4.5,38.3,9.4,8,68.1,46.7,38.5,19.6,88.03759743,8.725355342,0.435580009,0.444750115
"Pike County, Ohio",28217,217.9,468,40512,21.9,40.8,39.8,41.9,2.55,45.32906764,21.6,46.4,3.3,42,7.1,13.4,52.1,35.3,47.6,31.4,96.28820961,0.697281307,0.313424426,0.214818989
"Somerset County, New Jersey",333654,153.3,471,100194,5,40.8,39.6,42,2.81,60.66311488,13.5,27.4,18.7,21.9,29.2,6,82.2,65.8,19.2,8.6,68.24146108,9.095473739,16.07119091,4.459111203
"Sonoma County, California",502146,163.1,463.4,66949,11.3,40.8,39.2,42.6,2.59,46.97095568,13.2,28,6.4,19.9,21.4,8.1,69.2,45.1,32.1,16.7,77.25732107,1.561572116,3.890498063,10.93019686
"Sullivan County, Indiana",20928,206,442.8,43933,16.9,40.8,39.2,42.6,2.47,54.22175677,25.5,35.3,3.9,42.1,9.4,6.8,63.7,42.1,36.2,18.8,93.40154422,4.528444887,0.222632751,0.497371039
"Sumner County, Kansas",23535,170.1,425.3,52476,13.3,40.8,39.4,41.7,2.55,55.02144979,20.4,31.1,5,35.9,14.1,7,72.7,50.5,30.8,14.5,94.37769693,0.89263051,0.224215247,0.723411456
"Union County, South Dakota",14909,166.5,518.1,72041,6.3,40.8,39.8,42.2,2.48,55.9521805,20.5,33.8,9.3,30,17.6,2.9,84.8,59.2,24.2,7.5,94.29995957,0.316668913,1.603557472,0.902843283
"Yankton County, South Dakota",22702,137.1,403.8,47363,13.8,40.8,39.8,42.7,2.33,50.94954489,19.9,33.7,5.7,35.3,19.3,3.6,75.2,46.8,31.6,13,92.29545856,2.102845026,0.609648348,0.879130588
"Adams County, Mississippi",31254,212.3,470,32327,32.9,40.7,38.2,44.1,2.5,35.79382487,16.7,44.7,2.3,35.9,11.1,11.3,46.8,27,46.4,29.2,40.20138216,55.52706464,0.23452891,3.117670972
"Atoka County, Oklahoma",13793,151.7,442,35910,21.8,40.7,39.3,42.7,2.37,52.11106885,25.1,41.5,1.6,40.8,9.6,8.7,47.3,28.7,43.4,25.4,74.20537897,4.091758953,0.510570977,0.640011506
"Blount County, Alabama",57673,175.4,429.9,45567,17.5,40.7,39.6,41.9,2.74,59.43985396,19.4,33.3,3,33.4,8.6,7.7,66.2,44.7,35.9,19,95.09790331,1.531796916,0.143822561,0.961705077
"Breathitt County, Kentucky",13484,232.3,522.1,28647,33,40.7,39.4,42.9,2.41,44.95813615,19.9,39.5,1.1,34.3,5.1,12.4,37.7,25.3,58.1,40.6,97.65285851,0.485615481,0.434110809,0.014715621
"Carson County, Texas",5969,136.9,305.1,58425,8.6,40.7,40.4,41.1,2.62,58.61317052,26.7,24.7,5.4,28.4,15.4,1.7,74.1,55,23.4,9.4,95.56690837,1.071193144,0.346077785,0.428477258
"Charlton County, Georgia",12965,170.6,331.3,34312,29.5,40.7,40.3,42.2,3.32,55.44835414,30.9,45.6,1.2,41.8,5.9,13.8,56.4,37.7,33.4,16.6,71.83549124,25.3541508,0.159939071,0.898705255
"Clinton County, Kentucky",10174,240.8,521.3,28341,25.7,40.7,40.7,40.8,2.6,50.95904614,20.7,32.8,6.1,36.2,4.7,9.3,50.3,32.6,48.4,30.2,97.10443659,0.569297212,0.225755791,0.785237534
"Conway County, Arkansas",21019,167.2,443.9,42348,18.3,40.7,38.9,42.4,2.49,49.95216455,15.6,41.8,4.2,42.1,11.1,8.1,58.3,37.1,42.3,24.3,85.40975841,12.03694931,0.052108006,0.222643297
"Dade County, Georgia",16264,238.2,423.9,42953,16.4,40.7,39.9,41.5,2.47,62,10.9,29.7,1.9,35.5,10.2,6.1,62.3,42.4,32.8,18,95.67041654,1.197932502,1.045910611,0.291882031
"Franklin County, Kentucky",50375,215.7,512.2,49400,12.9,40.7,40,41.8,2.28,42.83269148,11.7,35.6,7,31.8,16.5,8.7,71.9,50.2,32.5,15.3,82.83177307,10.49057817,1.605126763,1.7216441
"Grimes County, Texas",27512,198.4,352.5,44795,18.6,40.7,39.6,42,2.63,49.19489173,29.7,39.8,2.4,35.9,7.7,6.2,60.5,39.7,30.8,16.3,74.68565706,15.96379956,0.081599347,5.244612589
"Henderson County, Tennessee",28015,204.5,467.1,39303,19.1,40.7,39.1,41.6,2.57,50.04163197,12.5,40,7.2,39.8,8.4,9.4,59.8,39,40.6,25.5,89.0265234,7.589333524,0.049976796,0.871024167
"Henry County, Iowa",19950,183.1,484.9,50347,13.3,40.7,38.9,42.5,2.43,52.72202545,21,26.6,7.3,37.3,14.6,5.1,71.8,45.9,38.1,18.2,91.98705179,2.380478088,2.176294821,1.190239044
"Hickman County, Tennessee",24363,213.5,509.6,37443,20.2,40.7,39.5,42.1,2.6,52.0583875,21.4,50.1,1.3,43.3,6.6,8.6,53.7,35.3,41.1,25.7,92.14676934,4.826421777,0.032944859,0.938928468
"Jefferson County, Illinois",38353,196,525.6,43073,19.5,40.7,39.2,42.8,2.39,49.15232048,16.3,29.4,2.5,32.8,10.2,9.2,63.8,41.8,42,23.1,87.85836487,7.950127015,1.052413293,0.292913059
"Jefferson County, Indiana",32416,169.5,453.4,45964,16.2,40.7,40.2,41.1,2.37,49.27524815,18.9,36.6,1.2,39.5,10.7,9.2,68.1,48.2,33.9,15.3,94.90339876,1.938187533,0.83505377,0.961390318
"Jenkins County, Georgia",8957,215,409.5,30678,34.6,40.7,36.1,46,2.53,34.62088698,31.3,28.8,3.9,36.8,7.5,10.3,44.9,27.5,45.3,28.9,62.64290518,33.53508182,0.224164985,1.37861466
"King William County, Virginia",16269,187.4,514.8,64305,8.8,40.7,40,41.5,2.66,60.48707753,5.7,36.6,9.3,39.4,12.5,5.4,75.6,55.5,25.5,13.5,76.52357582,19.54401441,0.869727278,0.21743182
"Lawrence County, Illinois",16491,174,460,41759,18.1,40.7,35.9,48.6,2.22,51.50548355,49,25.6,3.2,34.3,7.3,6.1,62.1,38.6,46,24.8,75.91359136,20.56405641,0.108010801,1.320132013
"Lawrence County, Mississippi",12622,211.9,527.4,38471,22.3,40.7,40,41.1,2.63,51.52719665,20.6,43.2,2.8,35.4,8.5,10.8,56.4,34.8,39.2,22.2,66.335611,32.30573653,0.063562689,0.158906722
"Lincoln County, Oklahoma",35042,198.3,393.5,46083,14.9,40.7,40,41.6,2.58,56.3676215,20.5,44.3,1.1,39.5,9.1,7.1,60.2,38.4,37.1,20.1,85.77846047,1.767910967,0.086946441,0.417342917
"Logan County, Ohio",45386,205.6,460.6,50753,17,40.7,39.7,41.8,2.42,50.84227468,19,43.5,4.7,49.4,10.2,7.6,69.2,48.4,33.3,17.1,95.12575851,1.963327764,0.743118459,0.270424765
"Moody County, South Dakota",6430,166,403.5,53654,12.3,40.7,39.9,42.2,2.3,52.1074226,22.4,17.7,16,33.8,18,6.1,71.7,40,31.6,15.9,79.85712067,0.760987731,1.692809442,0.559093027
"Morgan County, Kentucky",13275,242.8,498.8,30872,30.4,40.7,39.4,42.9,2.45,56.8843594,23.5,40.2,0.9,36.2,6.6,9.6,47.3,32.7,51.8,33.7,94.28805481,3.232052428,0.305332142,0.223413762
"New London County, Connecticut",271863,162.6,490.4,65813,11.1,40.7,38.7,42.5,2.45,48.23231138,8.7,37.2,10.8,31.2,17.7,8.3,74.1,49.9,33.7,17.5,81.46860186,5.61707268,4.157622124,3.186119296
"Noble County, Oklahoma",11554,181.6,465.5,46874,13.4,40.7,40.5,41,2.41,60.8137045,17.9,35.3,2.7,35.4,17.1,5.9,70.3,48.2,34.3,16.2,84.06049018,1.494872241,0.165131236,0.425864766
"Pearl River County, Mississippi",55191,208.6,495.5,38465,19.3,40.7,39.5,41.9,2.61,51.86838785,14,32.2,1.1,31.4,9.6,12.1,55.9,36.8,37.6,21.3,84.08399159,13.55714182,0.143126314,0.710196391
"Pittsburg County, Oklahoma",44610,195.8,418.2,39900,21.7,40.7,39.4,42.2,2.36,49.17343949,23.5,41.4,4.2,36.4,10.8,6.2,57,33.5,39,20,72.06467828,3.349569627,0.464847312,1.630301817
"San Miguel County, Colorado",7879,97.9,358.5,59603,9.9,40.7,40.5,41,2.31,40.63444109,7.8,25.2,30.4,18,39.7,5.8,73.4,39.3,21.7,12.6,95.90932777,0.234497134,1.341844711,0.677436165
"Summit County, Ohio",541968,178.1,437.5,50453,13.4,40.7,39.2,42.1,2.41,45.07926592,13.5,29.4,10.7,32.3,19.4,8.4,70.9,52.2,32.3,17.6,79.86830231,14.31049724,2.571205525,0.386455955
"Swain County, North Carolina",14434,215.3,516.6,34788,19.3,40.7,40.1,41.3,2.58,49.22848113,13.9,34.8,4.4,31.2,10.7,7.7,51.9,30.7,39.4,22.6,64.63319918,1.525100614,0.529548824,0.473063616
"Trempealeau County, Wisconsin",29550,161.1,452,50266,12.2,40.7,40.4,41,2.45,52.56866734,17,38.2,8.6,38.8,13.2,3.6,74.6,55,30.7,14.9,93.4754522,0.465796274,0.550795594,4.226166191
"Washington County, Indiana",27827,205.3,511.2,43573,16.2,40.7,39,42.8,2.62,51.97306014,32.2,35.2,2.3,45.9,6.2,10.1,65,44.1,36.1,19.1,98.06301468,0.103831006,0.157536699,0.121732904
"York County, Pennsylvania",442867,170.2,488.7,58471,10.2,40.7,39.5,41.9,2.57,53.48532996,14.4,40.4,9,41,14.9,7.3,75.1,54.7,30.1,15,88.82818542,5.861119956,1.362188964,1.583723787
"Adams County, Illinois",67013,167.4,467.4,46061,14.2,40.6,39.1,42.4,2.44,51.07688874,14.9,33.3,8.6,36.1,14.1,6.8,68.1,45.1,38.2,20.6,93.11429466,3.784976372,0.834811646,0.535173894
"Androscoggin County, Maine",107233,188,478.2,46701,15.4,40.6,39.6,41.4,2.34,46.16229053,13.4,32.5,6.8,37.2,13.9,7.2,65.5,46.1,38.8,20.8,92.46692056,1.41163763,0.801728232,0.279347816
"Atlantic County, New Jersey",274219,179.5,505.5,54208,15.1,40.6,38.9,42,2.64,44.80543715,12.3,32.4,9.4,32.9,17,12.5,66.9,45.3,33.4,17.7,67.14492185,15.56381093,8.286488292,5.106835745
"Austin County, Texas",29563,160.1,398.2,58792,11.2,40.6,40.2,41.2,2.59,58.69722776,17.1,49.5,4.7,30.3,14.4,6.2,67.3,45.6,28.4,14.2,84.75732189,8.838191511,0,3.454960881
"Bradley County, Arkansas",11094,214,456.2,32734,27.4,40.6,38.2,43.6,2.39,46.67246629,25.1,32.8,9.2,42.1,9.2,9.4,46.5,25.2,49.3,32.2,60.59253971,28.95770123,0,9.07549527
"Branch County, Michigan",43664,170.7,376.6,46371,15.2,40.6,39.8,41.9,2.58,53.74485083,24.7,38,6.2,40.8,9,7,66.6,45.8,36.7,19.2,94.67807624,2.377247975,0.464467121,0.681828582
"Bristol County, Massachusetts",556772,173.9,496.2,57732,12.4,40.6,39.2,41.8,2.53,46.67333242,12.9,33.2,10.8,30.2,16.6,9,70.5,51.1,39.1,21.9,87.1416864,3.698691844,2.072316707,4.169237087
"Calvert County, Maryland",90595,175.2,444.5,92446,7.2,40.6,39.8,41.7,2.87,57.54132563,8.1,38.4,8.6,31.5,17.4,7.6,82.1,58.4,24.3,11,81.8696318,12.7072375,1.401558027,0.489380119
"Chippewa County, Wisconsin",63531,160.1,482.4,52485,10.7,40.6,39.1,42,2.44,55.24062236,14.2,36.1,7,38.5,13.5,5.1,73.4,50.8,33.9,15.7,95.12569413,1.358983689,1.202360423,0.229397712
"Creek County, Oklahoma",70892,210.2,495.5,46614,15.8,40.6,39.2,41.8,2.67,54.45351855,21.6,42.5,3.9,40,10.5,5.7,60.5,34.8,35.3,21.3,79.68513729,2.321900482,0.501688783,0.907279434
"Douglas County, Wisconsin",43601,192.8,354.7,46475,13.9,40.6,39.8,41.3,2.28,44.24412034,10.9,26.9,7.5,33.2,15.4,7,66.5,47.1,37.9,20.6,92.94732756,1.102764903,1.137012261,0.264846229
"Essex County, Massachusetts",776043,161.5,507.1,70074,10.7,40.6,38.9,42.2,2.59,48.51378199,14.7,32,13.4,26.2,22.3,7.7,71.6,52,37.2,21.4,79.79692321,3.912684313,3.4547404,10.18211715
"Howell County, Missouri",40117,204.4,417.6,32662,22.1,40.6,38.6,42.4,2.45,52.48109205,18.7,37,4.2,39,8.2,8.3,58.1,37.1,41.8,24,96.03977583,0.309973714,0.612508059,0.600109111
"Jasper County, Texas",35506,188.9,448.1,41017,17.7,40.6,40,41.5,2.83,52.48578392,20.5,42.8,1.2,44,7,11.4,56.3,32.6,39,20.2,79.31111608,16.27711921,0.366249161,1.948669202
"Johnston County, Oklahoma",10980,215,415.2,35977,20.1,40.6,40.3,41.2,2.58,46.75792507,12.2,34,2.7,35.5,10.2,6.7,46.8,20.3,44,26.6,71.88350572,1.868989294,0.553438577,0.934494647
"Larue County, Kentucky",14241,192.6,505.2,40312,18,40.6,39.5,42.7,2.6,51.95195195,9.6,47.8,4,43.1,6.7,9.3,57.7,35.9,46.8,26.7,92.44469574,3.498480458,0.325111315,1.809315146
"Lee County, Arkansas",9650,217.6,382.4,28006,39.3,40.6,37.9,44.7,2.34,38.91816921,13.9,44.4,0,39.5,5.5,17.3,39.9,24,53.7,34.7,42.7252659,56.41180012,0.040136464,0.491671684
"Macon County, Illinois",107303,197.9,551.5,47575,16.3,40.6,39.2,41.8,2.35,44.24802405,11.9,33.9,6.1,34.6,15.2,10.5,66.8,45.4,39.4,22.2,78.62225601,14.73354519,1.205205462,0.55589644
"Marathon County, Wisconsin",135868,153.9,478.1,54400,9.9,40.6,39.2,41.7,2.48,54.18585648,12.2,38.7,7.9,37.1,16.1,5.7,75.6,54.7,30.5,14.8,91.6213557,0.702782278,5.459508644,0.178284767
"Monroe County, Mississippi",35827,174.3,501,36810,20.1,40.6,38.7,42.7,2.57,49.69862227,21.7,29.1,2.8,33.8,9.9,10.9,58.5,39.7,39.3,22.9,68.09951624,30.46579129,0.09398756,0.05252246
"Roger Mills County, Oklahoma",3788,153.2,362.3,56139,12.3,40.6,41,40.4,2.8,52.76119403,36.7,20.5,3.5,39.7,14.9,0.8,71.2,47.2,27.9,13.2,90.97883598,0.105820106,0.026455026,0.105820106
"Ross County, Ohio",77170,203.9,449.2,42466,19.2,40.6,39.7,41.9,2.52,51.75634087,20.9,40.1,3.7,42.8,9.3,11.3,62.1,44.2,40.4,24.8,90.33413505,5.22667908,0.531460936,0.315514521
"Silver Bow County, Montana",34622,171.4,445.5,39882,19.5,40.6,37.7,43.2,2.22,39.61304807,18,39.2,2.7,34.9,16.8,7,63.8,42.3,34.7,17.5,94.65107528,0.471793684,0.688876668,0.457321485
"Somervell County, Texas",8739,168.2,425.4,51733,12.1,40.6,40.6,40.5,2.45,57.50147667,16.9,35.7,8,26.3,15.9,2.1,63.3,43.3,27.5,12.5,94.21468401,0.604089219,0,3.496747212
"Stutsman County, North Dakota",21103,172.5,471,53333,11.6,40.6,38.4,43.4,2.15,45.31508664,14.4,31,7.9,35.5,19.3,2.5,77.7,51.2,27.7,11.5,94.46289619,0.521920668,0.488707535,0.830328336
"Suffolk County, New York",1501587,163.8,528,85886,7.7,40.6,39.1,42,2.98,57.61862432,10.8,28.5,15.3,29.3,18.7,6.4,77.9,55.7,26.2,12,80.94863835,7.662319757,3.781605237,4.950535277
"Union County, Iowa",12469,173.4,431.6,44905,12.8,40.6,39.7,41.5,2.3,47.6859659,21.8,26.1,6,40,11.5,5.4,71.4,43.1,37.4,16.8,97.36779324,0.986083499,0.333996024,0.007952286
"Vernon County, Missouri",20826,194.4,417,40267,17.5,40.6,39.1,41.9,2.5,51.61691542,16.2,38.4,3,41,10.1,5.4,59.7,37.8,37.4,18.6,96.17779481,0.905259124,0.694510968,0.086215155
"Warrick County, Indiana",61897,165.1,449,65793,8.2,40.6,38.7,42.1,2.63,62.31263383,15.7,32.5,9.4,33.8,17,5,79.9,58.9,25.7,10.8,94.57660464,1.568981064,2.077219444,0.222969096
"Winneshiek County, Iowa",20709,138.4,431.4,55984,9.4,40.6,39.9,41.9,2.24,56.28031038,3.8,12.5,4.7,35.1,16.4,3,83.5,53.4,25.6,9.7,96.67209347,0.948094235,1.240183873,0.296877993
"Anderson County, South Carolina",194692,177.3,475.4,43124,16.7,40.5,39.7,41.6,2.55,51.34890507,20.9,30.1,6.6,31.5,12.6,9.2,63,44.1,35.2,19.8,80.07217007,16.38626677,0.856104385,0.74784928
"Calhoun County, Florida",14462,174.7,381.9,35256,22.3,40.5,39.7,42.3,2.64,49.81187291,16.9,45.8,0.8,37.5,8.2,10,49,28.3,43.5,25.9,81.25213821,13.43140609,0.64317482,1.108450222
"Calhoun County, Mississippi",14717,228.6,527.3,33141,25,40.5,38.3,42.6,2.46,45.06923337,23.9,28.8,5.5,34.2,6.3,10.1,50.6,29.1,46,25.8,68.31428765,26.98627358,0.040570694,2.542430185
"Crockett County, Texas",3710,165.6,360.8,49614,13.7,40.5,35.9,43.3,2.53,64.06140963,26.5,46.4,3.6,27.2,8.9,1.8,63.1,50.6,22.2,15.3,56.58286023,0.270343336,0,41.93025142
"Cullman County, Alabama",82005,187.9,426.3,39922,17.2,40.5,39.4,41.9,2.55,54.8502573,20.6,30.6,4.1,34.7,9.1,7.3,62.6,42.1,35.3,19,95.69320077,1.19063793,0.557030816,0.737355648
"Daviess County, Missouri",8253,206.3,433.7,41610,16.8,40.5,40.4,40.8,2.65,59.99343617,42.1,28.5,1.1,40.5,11.4,5.7,58.8,32.8,34.7,15.7,97.42660384,0.894043736,0.060408361,0.132898393
"Floyd County, Kentucky",37756,248.2,550.3,30127,31.1,40.5,38.8,42.3,2.45,48.28122973,16.2,40,5.1,34.7,6,9.7,46.2,29.8,53,34.6,97.94820047,0.804677999,0.274263241,0.049160392
"Glynn County, Georgia",83579,168.9,449.1,46737,19.3,40.5,39.5,41.5,2.49,46.22883848,20.5,39.8,5.4,28.2,16.4,9.3,58.7,35.5,36.2,20.2,66.78247679,25.66213621,1.186645951,3.006985308
"Hamilton County, Florida",14295,188.4,336.8,31734,31.7,40.5,36.1,45.6,2.35,44.32593857,36.9,44.4,0,37.4,7.2,15.8,49.7,29.4,47.8,28.4,60.72247308,34.09517193,0.347342827,2.181312956
"Jack County, Texas",8878,166.4,417.2,52030,14.9,40.5,36.4,43.8,2.55,62.55361267,30.2,44.1,0.6,40.5,7.2,5.6,60.7,36.7,33,16.6,92.48826291,5.130784708,0.044712721,1.419628884
"Jackson County, Michigan",159494,193.8,473.5,46670,15.4,40.5,39,42,2.48,48.6970012,16.8,30.4,4.6,34.8,13.7,10.3,67.9,45.9,38.8,19.9,87.54624153,8.525341295,0.664125339,0.480098148
"Kenai Peninsula Borough, Alaska",58059,168.1,441.4,62532,11.5,40.5,40,41.1,2.57,51.02164301,20.9,41.1,3.6,33.1,14.5,9.4,60.7,42.2,29.2,14.5,84.08626204,0.634382482,1.279250625,0.559235246
"Lamoille County, Vermont",25235,173.7,461.6,49142,12.6,40.5,40.3,40.8,2.39,47.77908805,9.3,34.7,11,28.6,24.3,4.3,63.8,41.2,40.3,23.8,95.90042754,0.76317577,0.511447637,0.707236185
"Logan County, Kentucky",26910,206.8,538,41150,16.9,40.5,39,41.8,2.44,48.56485741,20.3,43.8,4.8,40.3,8.3,7.7,60.1,38.7,39.2,22.1,90.51059551,6.41316897,0.022345536,0.744851216
"Macon County, Georgia",13632,214.9,460.3,29430,34.1,40.5,40.1,42.7,2.62,37.7028181,43.7,25.1,1.8,37.8,5.3,18.7,49.2,30,40.8,22.4,36.81737273,59.49448202,1.580633677,0.825916696
"Madison County, Iowa",15753,172.2,434.2,62230,8.8,40.5,39.4,41.5,2.48,58.52208835,20.2,18.5,17.2,38.9,16.4,5.7,80.4,55.5,28.1,12.1,97.43032473,0.581692662,1.003579647,0.204551266
"New Madrid County, Missouri",18208,229.7,438.4,34631,23.3,40.5,38.7,42.1,2.49,44.48737409,16.3,57.3,1.4,41.3,6.8,8.8,48.3,32.9,43.3,26.2,81.46216936,16.1588181,0.092336103,0.260713704
"Randolph County, North Carolina",142799,177.5,502.3,41770,16.7,40.5,39.7,41.4,2.59,51.94562166,19.8,33.7,4.7,35.1,10.6,9,59.2,41.1,34.2,21.1,87.470675,5.993537964,1.00582988,3.276673456
"Rhea County, Tennessee",32526,193.5,532.5,37952,22,40.5,40,41.1,2.51,49.14308489,16.1,39.5,4.2,38.1,7.8,11.1,58.6,35.9,45.3,25.6,94.52367722,2.488115083,0.080261777,0.904488486
"Salem city, Virginia",25432,186.6,511.5,54195,10.2,40.5,40.1,40.9,2.29,46.2518666,7,23.8,8.4,29.8,17.1,4.8,75.1,53.7,27.2,13.3,88.11047089,7.792569044,2.074309557,0.596065965
"Spencer County, Kentucky",17894,180.9,530.2,67437,8.8,40.5,40.7,40.3,2.72,66.0330321,12.8,36.9,3.1,35.6,12.7,6.4,78.9,61.5,25.2,12.3,96.06303692,1.490584286,0.403936963,0.102406554
"Tazewell County, Illinois",134800,192.2,511.5,60490,9.1,40.5,39.1,41.7,2.45,55.32530209,12.7,34.3,10.2,33.1,17.5,5.5,76.8,55.5,30.8,14.8,96.02275658,1.22257677,0.893166393,0.378785087
"Tehama County, California",63308,174,473.2,40782,18.2,40.5,39.3,42,2.63,50.75092811,14.8,45.1,1.8,30.5,9.6,13.2,53.1,32.5,47.8,28,86.44381809,0.508297441,1.28103623,4.609513555
"Tillman County, Oklahoma",7515,166.1,398.1,35274,23.8,40.5,37.6,42.1,2.4,48.47890088,34.4,38.2,5.1,35.8,11.9,7.1,53.7,33.1,43,24.1,74.32274789,7.958522359,0.23331173,7.854828257
"Upshur County, Texas",40603,186.3,424.5,46346,14.6,40.5,38.3,42.4,2.85,59.71540017,19.5,37,2,32.6,10.4,7.9,60.5,41.7,33.3,17.2,84.69173982,8.696628093,0.536213089,2.710993615
"Washington County, Oklahoma",52021,185.2,461,49056,13.9,40.5,38.1,43,2.43,51.87848198,15.6,43.1,9,33.8,18.5,5.3,67.2,44.9,33.2,15.5,78.41383308,2.573415765,1.71561051,0.852009274
"Winston County, Mississippi",18317,181.7,474.4,34403,26.3,40.5,37.8,42.4,2.38,41.42745303,33.8,33.9,2,31.5,12.3,12.3,54.1,33.3,44.1,25,51.35583249,47.70284003,0.187195807,0.278119484
"Banks County, Georgia",18495,138.7,433,46018,16.9,40.4,40.3,40.5,2.8,58.96535938,15.2,46.9,1.6,45.5,7.2,8.5,61.1,42,33.4,18.2,93.41732112,2.683246073,1.27617801,0.687172775
"Barren County, Kentucky",43570,192,502.2,37666,19.5,40.4,39,42,2.48,53.03021379,20.7,39.6,4.7,41.5,9,7.6,60.6,41.3,39,22.7,93.12987769,4.209668026,0.533488643,0.465928946
